id,text,label,label_name
30,베트남 달랏 전세기 상품은 아직 요금이 확정되지 않았습니다 다음 주에 공지 뜰 거예요,2,보류
31,강미자님 렌트카 배터리 방전 건은 렌트카 업체와 협의하여 보상 처리 완료했습니다,1,확정
32,죄송합니다만 3인 플레이는 불가하고 4인 요금 다 내셔야 진행 가능합니다,2,보류
33,내일 오라 CC는 폭설로 인해 골프장 휴장 결정되었습니다 전액 환불해 드릴게요,0,불가
34,9월 24일 대구 출발 제주 패키지 1인 101만 4천원으로 예약 확정되었습니다,1,확정
35,지금 예약실 직원들이 다 퇴근해서 내일 아침 9시에 확인해 드릴 수 있습니다,2,보류
36,해당 날짜는 황제 골프 행사가 아니라서 특가 적용이 안 됩니다 정상가로만 가능해요,0,불가
37,11월 6일 사이프러스는 KLPGA 대회 기간이라 일반인 내장 불가합니다,0,불가
38,김동철님 항공편 기체 결함으로 결항되어 전액 환불 처리해 드렸습니다,1,확정
39,지금 라온 골프텔 2인실이 딱 하나 남았는데 금방 빠질 수 있어서 대기 걸어야 합니다,2,보류
40,요청하신 날짜에 조인 가능한 부부 팀이 있어서 4인 구성 완료되었습니다,1,확정
41,아쉽지만 12월 말 치앙마이 아시아나 항공편은 전석 매진입니다,0,불가
42,현재 베트남 현지 연휴라 답변이 늦어지고 있습니다 조금만 기다려주세요,2,보류
43,박종기님 10월 11일 서귀포 데이즈호텔 2박 예약 번호 나왔습니다,1,확정
44,죄송해요 그 날짜는 렌트카 셔틀 버스 운행이 안 됩니다 개별 이동하셔야 해요,0,불가
45,1월 16일 출발 미야자키 아이와 리조트 4박 5일 견적서 메일로 보냈습니다 확인해주세요,1,확정
46,지금 사이프러스 대중제 코스는 마감이고 회원제 코스만 가능합니다 변경하시겠어요?,2,보류
47,김수경님 잔금 90만 3천원 입금 확인했습니다 즐거운 여행 되세요,1,확정
48,해당 상품은 2인 출발이 안 되는 상품입니다 최소 4인부터 가능해요,0,불가
49,10월 26일 아덴힐 1부 티업은 이미 풀북이라 대기도 안 받아줍니다,0,불가
50,지금 실시간으로 항공 좌석 조회 중이라 금액이 변동될 수 있습니다,2,보류
51,요청하신 대로 렌트카 K5에서 쏘렌토로 차종 변경 확정했습니다,1,확정
52,혹시 모르니 캔슬 티 나오면 바로 연락드릴게요 대기 명단에 올려뒀습니다,2,보류
53,11월 23일 롯데 스카이힐은 단체 대관 행사로 인해 예약 불가합니다,0,불가
54,이천우님 그랜드 하얏트 호텔 킹룸으로 예약 확정되었습니다 바우처 보내드릴게요,1,확정
55,지금 엔화가 많이 떨어져서 지상비가 좀 내려갈 수 있는데 다시 계산해볼게요,2,보류
56,죄송합니다 고객님 여권 유효기간이 6개월 미만이라 항공 발권이 거절되었습니다,0,불가
57,8월 19일 경도CC 1박 2일 패키지 8명 예약 확정입니다,1,확정
58,현재 10월 항공편 스케줄이 아직 안 열려서 정확한 견적을 드릴 수가 없습니다,2,보류
59,요청하신 날짜에 가능한 가성비 호텔이 전멸입니다 비싼 곳밖에 안 남았어요,2,보류
60,김형표님 5월 1일 오라 대중제 조인 성공했습니다 예약 확정 문자 갈 거예요,1,확정
61,지금 타미우스 구장 상태가 너무 안 좋아서 예약 안 받습니다 다른 곳 추천드릴게요,0,불가
62,12월 19일 출발 에코랜드 2팀 항공 포함 견적 산출 완료했습니다,1,확정
63,혹시 인원을 3명으로 줄이시면 티업 가능할 것 같은데 확인해볼까요?,2,보류
64,해당 일자는 연휴 기간이라 2인 플레이 시 3인 요금 적용 필수입니다 동의하시나요?,2,보류
65,죄송하지만 당일 취소는 위약금 100%라 환불이 불가능합니다,0,불가
66,백승율님 외국인 국적이지만 한국인 요금으로 적용해서 예약 확정해 드렸습니다,1,확정
67,지금 시스템 오류로 렌트카 배차가 안 되고 있습니다 복구되는 대로 연락드릴게요,2,보류
68,11월 9일 라온 CC 3팀 단체 예약금 입금 확인되었습니다 진행하겠습니다,1,확정
69,안타깝게도 원하시는 시간대 8시 티업은 마감이고 13시대만 남아있습니다,0,불가
70,내일 제주도 강풍 예보가 있어서 항공 결항될 수도 있으니 예의주시해주세요,2,보류
71,요청하신 신라스테이 이호테우 호텔은 아직 제휴 요금이 안 나왔습니다,2,보류
72,9월 17일 출발은 항공 좌석이 없어서 대기 예약만 가능합니다 걸어드릴까요?,2,보류
73,죄송합니다만 1박 2일로는 해당 패키지 이용이 불가능합니다 최소 2박 이상이어야 해요,0,불가
74,김상수님 11월 20일 그린필드 우천 취소 건 25만 4천원 환불 입금했습니다,1,확정
75,지금 블랙스톤 호텔 객실 하나가 캔슬 나와서 바로 잡아드렸습니다 확정입니다,1,확정
76,아쉽게도 그 예산으로는 5성급 호텔 진행이 어렵습니다 4성급으로 낮추셔야 해요,0,불가
77,10월 22일 출발 청주발 제주 항공편은 3석 남았습니다 빨리 결정하셔야 해요,2,보류
78,정덕원님 10월 22일 크라운 CC 조인 확정되었습니다 즐거운 라운딩 되세요,1,확정
79,해당 골프장은 2인 노캐디 플레이가 불가능한 구장입니다 캐디 필수예요,0,불가
80,지금 랜드사 담당자가 부재중이라 정확한 컴(수수료) 확인이 안 됩니다,2,보류
81,사장님 12월 24일 다낭 빈펄은 크리스마스 갈라디너 의무 포함 조건으로만 예약 가능합니다 진행하시겠어요?,2,보류
82,김형표님 5월 1일 오라CC 대중제 조인 확정되었습니다 즐거운 라운딩 되세요,1,확정
83,죄송하지만 해당 날짜는 일본 연휴라 후쿠오카 렌트카 수배가 전면 불가합니다,0,불가
84,치앙마이 하이랜드 리조트 방이 19개뿐이라 1월 성수기는 이미 풀북입니다,0,불가
85,지금 엔화 환율이 급등해서 사츠마 지상비 견적 다시 뽑고 있습니다 잠시만 기다려주세요,2,보류
86,8월 19일 여수 경도CC 1박 2일 패키지 8명 예약금 입금 확인했습니다,1,확정
87,아쉽게도 10월 18일 블랙스톤은 대회 기간이라 일반인 부킹이 막혀있습니다,0,불가
88,방진희님 다낭 3박 5일 항공권 발권 완료했습니다 이티켓 보내드릴게요,1,확정
89,지금 베트남 현지 랜드사 담당자가 행사 중이라 회신이 늦어지고 있습니다 오후에 연락드릴게요,2,보류
90,파타야 아카라 호텔 3인 1실은 안 되고 2인실+1인실 쓰셔야 해서 싱글 차지 발생합니다,2,보류
91,죄송해요 9월 15일 추석 연휴 김포 출발 항공편은 대기 예약도 안 받아줍니다,0,불가
92,요청하신 날짜에 조인 가능한 부부 팀이 있어서 4인 구성 완료되었습니다 입금 부탁드려요,1,확정
93,지금 항공사 시스템 점검 중이라 위탁 수하물 추가 결제가 안 되고 있습니다 나중에 다시 시도해주세요,2,보류
94,유은경님 10월 14일 라온 골프텔 4인실 예약 확정되었습니다 바우처 나갑니다,1,확정
95,해당 상품은 노쇼핑 상품이 아니라 쇼핑센터 3회 방문 필수입니다 변경 불가합니다,0,불가
96,김수경님 귀국편 항공 수하물 15kg 사전 결제 처리해 드렸습니다 공항에서 바로 수속하세요,1,확정
97,지금 다낭 지역 태풍 영향으로 비행기가 결항될 수도 있어서 확답을 못 드립니다 예의주시해주세요,2,보류
98,안타깝게도 22일 사이프러스 조인 대기자가 없어서 2인 플레이 하셔야 할 것 같아요 추가금 발생합니다,0,불가
99,11월 9일 12명 배 타고 들어오시는 일정 미니버스 기사 포함 예약 잡았습니다,1,확정
100,지금 타미우스 구장 상태가 너무 안 좋아서 예약 권장하지 않습니다 다른 곳으로 돌리시죠,2,보류
101,정은미님 렌트카 반납 시간 19시 30분으로 연장 확정해 드렸습니다 야간 배차비 포함입니다,1,확정
102,죄송합니다 고객님 여권 유효기간이 6개월 미만이라 항공 발권이 거절되었습니다,0,불가
103,현재 10월 항공편 스케줄이 아직 안 열려서 정확한 견적을 드릴 수가 없습니다 오픈되면 연락드릴게요,2,보류
104,백승율님 외국인 국적이지만 한국인 요금 적용해 드리기로 확정했습니다,1,확정
105,아쉽게도 그 예산으로는 5성급 호텔 진행이 어렵습니다 4성급으로 낮추시거나 일정을 조정하셔야 해요,0,불가
106,이천우님 그랜드 하얏트 호텔 킹룸으로 예약 확정되었습니다 바우처 보내드릴게요,1,확정
107,지금 딜리버리 기사님들이 파업 중이라 배차 확인이 좀 늦어지고 있습니다,2,보류
108,12월 5일 김포 출발 에코랜드 4인 패키지 예약금 입금 확인되었습니다,1,확정
109,해당 날짜는 황제 골프 행사가 아니라서 특가 적용이 안 됩니다 정상가로만 가능해요,0,불가
110,혹시 룸 타입을 오션뷰에서 시티뷰로 변경하시면 예약 가능한데 괜찮으신가요?,2,보류
111,김상수님 11월 20일 우천 취소 환불금 25만 4천원 송금 완료했습니다,1,확정
112,죄송합니다만 1박 2일로는 해당 패키지 이용이 불가능합니다 최소 2박 이상이어야 해요,0,불가
113,지금 블랙스톤 호텔 객실 하나가 캔슬 나와서 바로 잡아드렸습니다 확정입니다,1,확정
114,9월 27일 출발 청주발 제주 항공편은 잔여석이 2석뿐이라 4명은 안 됩니다,0,불가
115,현재 골프장 티오프 시간이 13시대밖에 안 남았습니다 오전은 마감이에요,2,보류
116,11월 23일 롯데 스카이힐은 단체 대관 행사로 인해 예약 불가합니다,0,불가
117,강미자님 렌트카 배터리 방전 건은 렌트카 업체와 협의하여 보상 처리 완료했습니다,1,확정
118,아쉽지만 12월 말 치앙마이 아시아나 항공편은 전석 매진입니다,0,불가
119,지금 사이프러스 대중제 코스는 마감이고 회원제 코스만 가능합니다 변경하시겠어요?,2,보류
120,말레이시아 쿠알라룸푸르 항공편이 비수기 감편으로 운항하지 않습니다 직항이 없어요,0,불가
121,김태일님 라마다 호텔 예약 번호 나왔습니다 체크인 시 보여주시면 됩니다,1,확정
122,현재 베트남 항공편이 데일리 패턴이 아니라서 인디비 요금으로 다시 확인해야 합니다,2,보류
123,나트랑 빈펄 리조트 풀빌라 3박 예약 번호 나왔습니다,1,확정
124,지금 예약실 직원들이 다 퇴근해서 내일 아침 9시에 확인해 드릴 수 있습니다,2,보류
125,해당 골프장은 2인 노캐디 플레이가 불가능한 구장입니다 캐디 필수예요,0,불가
126,정덕원님 10월 22일 크라운 CC 조인 확정되었습니다 즐거운 라운딩 되세요,1,확정
127,지금 시스템 오류로 렌트카 배차가 안 되고 있습니다 복구되는 대로 연락드릴게요,2,보류
128,죄송하지만 주말에는 2인 플레이가 절대 불가하고 3인 요금 내셔도 안 됩니다,0,불가
129,10월 20일 제주 신라스테이 이호테우 호텔 패키지 예약 확정되었습니다,1,확정
130,지금 항공권 발권 시한이 임박해서 오늘 안에 입금 안 하시면 취소됩니다,2,보류
131,12월 19일 에코랜드 2인 노캐디 라운딩 확정되었습니다 카트비만 내시면 돼요,1,확정
132,지금 태국 바트화 환율이 급등해서 현지 지불 금액이 좀 오를 수 있습니다,2,보류
133,혹시 일정을 하루 뒤로 미루시면 항공 좌석 확보 가능한데 변경하시겠어요?,2,보류
134,11월 9일 라온 CC 3팀 단체 예약금 입금 확인되었습니다 진행하겠습니다,1,확정
135,안타깝게도 원하시는 시간대 8시 티업은 마감이고 13시대만 남아있습니다,0,불가
136,내일 제주도 강풍 예보가 있어서 항공 결항될 수도 있으니 예의주시해주세요,2,보류
137,요청하신 신라스테이 이호테우 호텔은 아직 제휴 요금이 안 나왔습니다,2,보류
138,9월 17일 출발은 항공 좌석이 없어서 대기 예약만 가능합니다 걸어드릴까요?,2,보류
139,김동철님 항공편 기체 결함으로 결항되어 전액 환불 처리해 드렸습니다,1,확정
140,지금 라온 골프텔 2인실이 딱 하나 남았는데 금방 빠질 수 있어서 대기 걸어야 합니다,2,보류
141,고객님 우천으로 인한 9홀 정산 11만원 환불 처리 완료해 드렸습니다,1,확정
142,말레이시아 카메론 하이랜드 쪽은 저희가 주력으로 하는 지역이 아니라 견적 산출이 어렵습니다,0,불가
143,8월 3일 테디밸리 2부는 7월 초에 티 오픈이라 그때 정확한 시간 나옵니다 일단 선접수 받을게요,2,보류
144,정세환님 제주 골프 2박 3일 예약 확정서 카톡으로 보내드렸습니다 확인 부탁드려요,1,확정
145,죄송해요 10월 8일 출발은 이미 마감되었습니다 대기도 안 됩니다,0,불가
146,라온 골프텔 34평형 예약 잡았습니다 입금해 주시면 바우처 나갑니다,1,확정
147,8월 1일은 극성수기라 렌트카 수배가 안 됩니다 전 차량 마감이에요,0,불가
148,김해 출발 항공편이 리턴 티켓이 아예 없어서 예약 진행이 불가능합니다,0,불가
149,11월 17일 라헨느 12:30 선조인으로 일단 잡아두고 조인 모객 시작할게요,2,보류
150,유은경님 딜리버리 서비스 신청 완료되었습니다 기사님께 도착 후 연락주세요,1,확정
