id,text,label,label_name
80,"박승우님 결제 완료로 확정 처리했습니다",1,확정
81,"하노이 호텔 어메니티 확인 중입니다",2,보류
82,"10월 제주 라온은 만석이라 불가합니다",0,불가
83,"일정 전부 승인되어 확정드렸습니다",1,확정
84,"발권 조건 변경 가능성 있어 확인 중입니다",2,보류
85,"토요일 핀크스 예약은 더 이상 불가합니다",0,불가
86,"입금 완료 확인! 리조트 확정했습니다",1,확정
87,"방콕 노선 요금 업데이트 대기 중입니다",2,보류
88,"9월 라운드 예약은 마감됐습니다",0,불가
89,"항공권 발권 완료했고 일정표 드렸어요",1,확정
90,"푸꾸옥 호텔 룸타입 확인 중입니다",2,보류
91,"토스카나 골프장 주말 불가합니다",0,불가
92,"3인 예약 확정되었으며 바우처 전달",1,확정
93,"리조트 조식 포함 여부 확인 중입니다",2,보류
94,"블랙스톤 8월 예약 현재 모두 불가",0,불가
95,"패키지 예약 확정 처리 완료했습니다",1,확정
96,"항공 취소규정 확인 중입니다",2,보류
97,"롯데제주 해당일 예약 불가합니다",0,불가
98,"호텔 발권 예약 모두 확정됨",1,확정
99,"다낭 체크인 조건 안내 대기중",2,보류
100,"10월 해비치 예약이 만석이라 불가합니다",0,불가
101,"11월 첫째주 휘닉스 제주 회원제라 예약이 불가합니다",0,불가
102,"김나영님 4인 항공 및 숙소 모두 확정 완료했습니다",1,확정
103,"일본 항공 좌석 대기번호 확인 중입니다 조금만 기다려주세요",2,보류
104,"토요일 블랙스톤 오후 타임은 현재 예약이 불가합니다",0,불가
105,"2박3일 패키지 결제 확인되어 발권 진행하겠습니다",1,확정
106,"푸켓 호텔 업그레이드 가능 여부 확인 요청 중입니다",2,보류
107,"8월 27일 라온CC는 행사로 인해 예약 불가 상태입니다",0,불가
108,"하정훈님 티업 10:30 확정, 카트 포함 안내드립니다",1,확정
109,"하노이 항공 좌석 변동 있어 재조회중입니다",2,보류
110,"크리스마스 시즌 제주 구장 예약이 어렵습니다",0,불가
111,"숙소 확정 완료되었으며 예약 바우처 발송드립니다",1,확정
112,"다낭 리조트 딜 확인 중이라 확정까지 대기 필요합니다",2,보류
113,"10월 베어즈베스트 예약 불가 안내드립니다",0,불가
114,"입금 확인되어 항공권 발권 확정 들어갑니다",1,확정
115,"세부 호텔 2베드룸 가용 확인 중입니다",2,보류
116,"11월 라우라CC 잔여타임 없어 예약이 불가합니다",0,불가
117,"오전타임 09:50 티업 확정 완료되었습니다",1,확정
118,"싱가폴 왕복 항공 일정 변경 가능성 확인중",2,보류
119,"8월 7일 블루마운틴 예약 불가합니다",0,불가
120,"이현경님 결제 확인 후 일정 확정했습니다",1,확정
121,"괌 리턴편 딜레이 여부 확인 중입니다",2,보류
122,"9월 베이힐 주말은 자리가 없어 진행 어렵습니다",0,불가
123,"항공 발권 및 숙소 예약 모두 확정되었습니다",1,확정
124,"푸껫 호텔 조식 포함 여부 확인 중이에요",2,보류
125,"6월 휘슬링락 주말 예약이 불가합니다",0,불가
126,"2인 숙박 예약 확정 완료했으며 안내문 드렸습니다",1,확정
127,"제주-김포 편도 스케줄 재조회 진행 중입니다",2,보류
128,"블레어CC 10월 예약 불가 안내드립니다",0,불가
129,"입금 확인되어 확정 완료 처리되었습니다",1,확정
130,"탑승객 영문명 검토 위해 잠시 대기 부탁드립니다",2,보류
131,"7월 평일 라운딩도 현재 타임 없음으로 불가합니다",0,불가
132,"골프패키지 일정 모두 확정 완료했습니다",1,확정
133,"일본 항공 좌석 재고 확인 중입니다",2,보류
134,"9월 말 라운딩 예약 만석이라 불가해요",0,불가
135,"발권 처리 완료, 확정문자 발송했습니다",1,확정
136,"사이판 리조트 룸타입 변경 가능 여부 대기중",2,보류
137,"추석기간 라온CC 예약 불가합니다",0,불가
138,"조도윤님 일정 확정되었으며 안내드립니다",1,확정
139,"항공권 요금 업데이트 확인 중입니다",2,보류
140,"12월 해비치는 시즌 행사로 예약이 불가합니다",0,불가
141,"3박 패키지 결제 완료로 확정 처리되었습니다",1,확정
142,"오키나와 호텔 체크인 규정 확인중입니다",2,보류
143,"블랙스톤은 이번달 예약이 모두 찼습니다",0,불가
144,"2인 제주 발권확정 및 일정표 송부했습니다",1,확정
145,"베트남 항공사 최근 요금 변동 확인해야 합니다",2,보류
146,"10월 주말 라운딩은 자리가 없습니다",0,불가
147,"입금 확인 즉시 호텔 확정 처리했습니다",1,확정
148,"싱가포르 호텔 취소정책 확인 중입니다",2,보류
149,"9월 세인트포 주말 예약 불가입니다",0,불가
150,"홍민재님 2인 티업 08:20으로 확정되었습니다",1,확정
151,"후쿠오카 리턴편 재조회 후 안내드릴게요",2,보류
152,"11월 제주 나인브릿지 팀수 Full이라 불가합니다",0,불가
153,"발권 완료 및 바우처 전달드렸습니다",1,확정
154,"세부 호텔 패밀리룸 확인 중입니다",2,보류
155,"주말 베어즈베스트 추가 진행 어렵습니다",0,불가
156,"김규림님 일정 최종 확정되었습니다",1,확정
157,"항공사 리턴 조정 요청 중입니다",2,보류
158,"제주 곶자왈 CC 행사로 불가합니다",0,불가
159,"티업 확정 완료되었으며 안내 파일 첨부드려요",1,확정
160,"리조트 풀빌라 업그레이드 가능여부 확인중",2,보류
161,"블루원 상주 9월 3일 예약이 불가합니다",0,불가
162,"숙소예약 확정되었고 조식 포함입니다",1,확정
163,"푸켓 항공 좌석 할당 확인 중입니다",2,보류
164,"평일 라운딩 또한 만석이라 불가합니다",0,불가
165,"항공 발권 정상 처리 완료했습니다",1,확정
166,"하노이 호텔 조인룸 여부 확인중",2,보류
167,"8월 제주 롯데는 예약이 막혀있습니다",0,불가
168,"결제완료 확인 후 확정문자 발송했습니다",1,확정
169,"홍콩 호텔 예약금 정책 확인중",2,보류
170,"오후 티업 Full로 예약이 어렵습니다",0,불가
171,"3인 항공권 발권 및 숙소 모두 확정",1,확정
172,"싱가포르 리턴 타임 확인 중입니다",2,보류
173,"10월 제주 해비치 FULL로 불가합니다",0,불가
174,"패키지 확정 완료! 일정표 전달드렸습니다",1,확정
175,"요금 변동 확인 중이라 잠시 대기 부탁드립니다",2,보류
176,"9월 첫째주 베이힐 주말 불가 안내드립니다",0,불가
177,"예약 및 발권 모두 정상 확정되었습니다",1,확정
178,"베트남 항공 딜레이 여부 확인 중",2,보류
179,"휘닉스 서울 멤버십만 접수 가능으로 불가",0,불가
180,"정우찬님 13:50 티업 확정했습니다",1,확정
181,"발리 항공권 잔여석 조회중입니다",2,보류
182,"10월 14일 라운딩 예약 불가합니다",0,불가
183,"입금확인 완료, 호텔 확정 처리했습니다",1,확정
184,"리조트 조인 여행자 확인 필요합니다",2,보류
185,"주말 7시 티업은 만석이라 불가합니다",0,불가
186,"항공 발권 이후 안내 문자 드렸습니다",1,확정
187,"후쿠오카 호텔 요금 업데이트 대기중",2,보류
188,"8월 블렉스CC 예약 불가 안내드립니다",0,불가
189,"패키지 정상 확정되었습니다 감사합니다",1,확정
190,"다낭 룸컨디션 체크 확인 중입니다",2,보류
191,"핀크스 11월 예약이 현재 마감입니다",0,불가
192,"항공자리 확보 완료! 확정 처리했습니다",1,확정
193,"좌석 배정 시스템 확인중입니다",2,보류
194,"해비치 평일 또한 예약 불가 상태",0,불가
195,"5인 패키지 발권 및 확정됐습니다",1,확정
196,"베트남 호텔 업셀 옵션 검토 중",2,보류
197,"라운딩 요청일 FULL로 불가합니다",0,불가
198,"세부 패키지 모든 일정 확정했습니다",1,확정
199,"유류할증 리셋 확인중이라 보류됩니다",2,보류
200,"12월 3일 골프장 예약 불가합니다",0,불가
201,"9월 셋째주 블루원 상주는 단체 행사로 불가합니다",0,불가
202,"박해린님 예약 확정되었으며 바우처 전달드립니다",1,확정
203,"11월 다낭 항공 좌석 확인중이라 조금만 기다려주세요",2,보류
204,"12월 제주 라운딩 시즌이라 예약이 어렵습니다",0,불가
205,"입금 확인 완료! 항공 발권 진행합니다",1,확정
206,"사이판 스케줄 변동 확인 중입니다",2,보류
207,"다음 주 토요일 핀크스 만석이라 불가합니다",0,불가
208,"2인 골프패키지 확정 완료했습니다",1,확정
209,"리조트 수영장 공사 일정 확인 중입니다",2,보류
210,"주말 해비치 예약 FULL입니다",0,불가
211,"항공 발권 및 호텔 예약 모두 확정!",1,확정
212,"노쇼 규정 관련 답변 기다리는 중입니다",2,보류
213,"10월 18일 블랙스톤 대회로 불가합니다",0,불가
214,"발권 정상완료, 이티켓 발송했습니다",1,확정
215,"발리 리조트 가용 확인 중입니다",2,보류
216,"11월 베어즈베스트는 비회원 불가합니다",0,불가
217,"13:30 티업 확정되었고 카트 포함입니다",1,확정
218,"후쿠오카 왕복편 딜레이 확인 대기중",2,보류
219,"롯데제주 9월 타임 모두 마감입니다",0,불가
220,"김소원님 일정 확정 처리되었습니다",1,확정
221,"다낭 호텔 키즈정책 확인 중이라 보류",2,보류
222,"10월 라온CC 예약 불가 안내드립니다",0,불가
223,"숙소+항공 패키지 확정 완료했습니다",1,확정
224,"일본 항공 요금 변동 업데이트 대기중",2,보류
225,"9월말 토스카나 리조트 FULL입니다",0,불가
226,"정우성님 4인 일정 확정 처리했습니다",1,확정
227,"푸켓 리조트 뷰 선택 가능 여부 확인중",2,보류
228,"10월 주말 제주 구장 거의 만석입니다",0,불가
229,"카드 승인 완료, 예약 확정했습니다",1,확정
230,"하와이 항공 딜레이 안내 대기하고있어요",2,보류
231,"핀크스 평일도 현재 타임 없습니다",0,불가
232,"2박3일 패키지 모두 확정완료!",1,확정
233,"리조트 배정 가능 룸 확인 중입니다",2,보류
234,"블루마운틴 행사로 예약 불가 상태",0,불가
235,"발권승인 완료! 안내문 전송했습니다",1,확정
236,"홍콩 일정 탄력 변경 여부 확인중",2,보류
237,"롯데스카이힐 해당일 만석입니다",0,불가
238,"박수연님 요청 건 확정됐습니다",1,확정
239,"오사카 항공 특가 여부 확인중",2,보류
240,"10월말 베이힐 예약 불가합니다",0,불가
241,"호텔 발권까지 모두 완료 완료!",1,확정
242,"다낭 리조트 조식 포함 여부 확인중",2,보류
243,"11월 골프장 FULL로 불가안내",0,불가
244,"입금 확인 즉시 확정 되었습니다",1,확정
245,"호치민 룸타입 체크중입니다",2,보류
246,"롯데제주 비회원 예약 불가합니다",0,불가
247,"2인 항공권 발권하고 안내 완료했습니다",1,확정
248,"항공 스케줄 조율 가능성 있어 보류",2,보류
249,"블루원제주 7월 FULL 상태",0,불가
250,"패키지 정상 확정되었습니다",1,확정
251,"일본 이코노미 좌석 잔여 확인중",2,보류
252,"10월 토요일 티업 자리없습니다",0,불가
253,"3박 골프패키지 확정 완료했습니다",1,확정
254,"식사 포함 조건 체크중입니다",2,보류
255,"제주 CC 주말 FULL로 불가합니다",0,불가
256,"항공권 발권완료 안내드립니다",1,확정
257,"다낭 호텔 얼리체크인 문의중입니다",2,보류
258,"11월 휘닉스 타임 모두 소진되었습니다",0,불가
259,"이은지님 일정 확정하였습니다",1,확정
260,"유류세 변경 예정이라 재확인중",2,보류
261,"블랙스톤 단체 행사로 불가합니다",0,불가
262,"4인 티업 09:10 확정 및 예약완료",1,확정
263,"후쿠오카 리턴편 잔여 확인중",2,보류
264,"베이힐 8월 예약이 불가합니다",0,불가
265,"확인 후 일정 확정 완료했습니다",1,확정
266,"오사카 호텔 성수기 요금 확인중",2,보류
267,"9월말 라운딩 FULL로 불가입니다",0,불가
268,"패키지 발권 진행 및 확정",1,확정
269,"항공사 스케줄 변경 검토중",2,보류
270,"해비치 평일도 만석이라 불가합니다",0,불가
271,"정상 확정되었으며 바우처 전송",1,확정
272,"리조트 late check 조건 확인중",2,보류
273,"블루마운틴 FULL입니다",0,불가
274,"입금완료! 확정처리하였습니다",1,확정
275,"사이판 편도 딜 여부 대기중",2,보류
276,"롯데CC 10월 예약 불가합니다",0,불가
277,"예약 확정 완료했습니다 감사합니다",1,확정
278,"호텔 캔슬 정책 확인중입니다",2,보류
279,"주말 라운딩 불가 안내드립니다",0,불가
280,"티업 확정 및 안내문 발송완료",1,확정
281,"하노이 세미 디럭스 체크중",2,보류
282,"베어즈베스트 FULL 상태",0,불가
283,"2인 패키지 확정 처리했습니다",1,확정
284,"항공편 No-show 규정 확인중",2,보류
285,"10월 제주 나인브릿지 불가",0,불가
286,"정상 발권 완료했습니다",1,확정
287,"부산 출발편 조회 진행중",2,보류
288,"라운드 FULL_진행 불가",0,불가
289,"호텔 일정 확정 완료!",1,확정
290,"베트남 좌석 체크중입니다",2,보류
291,"회원제 운영으로 예약 불가합니다",0,불가
292,"발권&숙소 확정 완료되었습니다",1,확정
293,"항공 클래스 업조정 검토중",2,보류
294,"10월 세인트포 마감 상태",0,불가
295,"예약 승인 완료! 확정됐습니다",1,확정
296,"리조트 수영장 이용정책 확인중",2,보류
297,"추석 시즌 골프장 불가합니다",0,불가
298,"항공권 정상 승인 및 확정완료",1,확정
299,"발리 룸 업그레이드 검토중",2,보류
300,"핀크스 12월 역시 만석이라 불가",0,불가
301,"9월 제주 롯데 회원제 일정으로 예약이 불가합니다",0,불가
302,"황서준님 일정 확인되었고 발권까지 모두 완료했습니다",1,확정
303,"후쿠오카 항공 좌석 변경 가능 여부 확인 중입니다",2,보류
304,"10월 핀크스 주말 예약 FULL 상태입니다",0,불가
305,"입금확인완료! 호텔 예약 확정 진행합니다",1,확정
306,"세부 호텔 Late check-out 가능 여부 확인중입니다",2,보류
307,"블루마운틴 8월 예약 불가 안내드립니다",0,불가
308,"3박4일 패키지 일정 확정 처리 완료했습니다",1,확정
309,"하와이 항공 스케줄 조정 답변 대기중입니다",2,보류
310,"주말 휘닉스 못잡는 상황이라 불가합니다",0,불가
311,"2인 항공권 발권 및 숙소 예약 확정입니다",1,확정
312,"리조트 수영장 공사 일정 확인 후 안내드릴게요",2,보류
313,"블랙스톤 11월 타임 FULL입니다",0,불가
314,"결제 승인 완료! 발권 처리 들어갑니다",1,확정
315,"리탄편 좌석 등급 변경 확인중입니다",2,보류
316,"8월 중순 라운드 타임 없음으로 불가합니다",0,불가
317,"정도현님 요청 일정 확정되었습니다",1,확정
318,"괌 호텔 어린이 정책 확인 중입니다",2,보류
319,"베이힐 10월 주말 FULL이라 진행 불가",0,불가
320,"호텔 및 발권 모두 확정 완료했습니다",1,확정
321,"오키나와 룸타입 변경 옵션 검토중입니다",2,보류
322,"11월 토스카나 예약 불가 상태입니다",0,불가
323,"확정처리 완료! 바우처 전달드렸습니다",1,확정
324,"항공 weight 규정 확인 요청 중입니다",2,보류
325,"라온CC 해당일 예약 진행 어렵습니다",0,불가
326,"티업 정상확정! 안내문 보내드렸어요",1,확정
327,"하노이 호텔 잔여 룸 확인중입니다",2,보류
328,"9월 해비치 FULL이라 불가합니다",0,불가
329,"투어 확정! 영문이티켓 발송했습니다",1,확정
330,"일본 출입국 정책 업데이트 확인중",2,보류
331,"8월 세인트포 주말 예약 난항이라 불가",0,불가
332,"입금 내역 확인되어 최종 확정했습니다",1,확정
333,"발리 호텔 얼리체크인 요청 후 회신대기",2,보류
334,"제주 롯데 평일도 자리 없음으로 불가",0,불가
335,"발권 완료 및 여행 일정 확정드렸습니다",1,확정
336,"홍콩 편도좌석 lock 여부 조회중",2,보류
337,"토요일 라운딩 FULL로 진행 불가",0,불가
338,"정상 발권완료, 카카오톡으로 전달드렸습니다",1,확정
339,"푸꾸옥 호텔 베드타입 확인중입니다",2,보류
340,"10월 라운드 불가 안내드립니다",0,불가
341,"박다은님 결제 확인하였고 확정됐습니다",1,확정
342,"항공 return변경 대기중이라 보류",2,보류
343,"블루마운틴 단체 행사로 불가합니다",0,불가
344,"3인 라운딩 확정 및 카트 포함입니다",1,확정
345,"유류세 리셋 여부 확인 중입니다",2,보류
346,"샤인빌CC는 이번달 예약불가입니다",0,불가
347,"숙소 확정! 체크인 안내 드렸습니다",1,확정
348,"다낭 호텔 인원추가 비용 확인중",2,보류
349,"9월 블랙스톤 예약이 어렵습니다",0,불가
350,"항공권 발권 후 영수증 보내드렸습니다",1,확정
351,"일본 무비자 여부 업데이트 확인중",2,보류
352,"11월 스카이힐 구장 FULL이라 불가",0,불가
353,"예약 확정 완료! 티업 내역 드립니다",1,확정
354,"리조트 late spot 확인 중입니다",2,보류
355,"베어즈베스트 FULL상태 유지중",0,불가
356,"패키지 정상 확정 처리했습니다",1,확정
357,"푸켓 항공 LCC 여부 확인중입니다",2,보류
358,"10월 3일 라운드 만석입니다",0,불가
359,"TJ님 발권 완료 및 확정 문서 발송",1,확정
360,"하노이 Tax 규정 확인 중입니다",2,보류
361,"롯데 제주 FULL, 진행 불가입니다",0,불가
362,"2인 발권 및 숙박 확정 처리되었습니다",1,확정
363,"발권 대기자 존재하여 회신 기다리는 중",2,보류
364,"블랙스톤 회원 우선이라 예약 불가",0,불가
365,"확정문자 발송 완료! 일정 확정입니다",1,확정
366,"호텔 late checkout 상담 중입니다",2,보류
367,"해비치 단체 행사로 FULL이라 불가합니다",0,불가
368,"바우처 보내드렸고 예약 확정입니다",1,확정
369,"베트남 입국 정책 확인후 안내드릴게요",2,보류
370,"토스카나 구장 FULL continuing",0,불가
371,"결제 완료! 3박 패키지 확정했습니다",1,확정
372,"오사카 편도 좌석 hold 여부 확인중",2,보류
373,"핑크스 7월 자리 없어 불가합니다",0,불가
374,"입금 확인되었고 티업 확정안내드립니다",1,확정
375,"리턴편 일정 조율 후 안내 예정입니다",2,보류
376,"세인트포 타임 소진으로 불가합니다",0,불가
377,"호텔까지 확정, 안내서 발송드렸습니다",1,확정
378,"인천-세부 리턴 좌석 확인중입니다",2,보류
379,"제주 라온 단체 행사로 불가합니다",0,불가
380,"발권 확정됐으며 일정서 업로드했습니다",1,확정
381,"하와이 숙소 세금 규정 확인중",2,보류
382,"롯데스카이힐 FULL이라 진행 불가입니다",0,불가
383,"확정문자 보내드렸습니다 일정 완료!",1,확정
384,"베트남 LCC baggage 확인중입니다",2,보류
385,"8월 주말 핀크스 불가 상태입니다",0,불가
386,"예약 및 발권 정상 확정 완료했습니다",1,확정
387,"사이판 호텔 조식정책 확인 중",2,보류
388,"10월 라베이루 FULL로 불가합니다",0,불가
389,"2인 티업 07:40 확정 완료되었습니다",1,확정
390,"싱가포르 항공 Straight 여부 확인중",2,보류
391,"세인트포 FULL 예약 불가합니다",0,불가
392,"호텔 확정되었으며 바우처 송부",1,확정
393,"오사카 항공 결제 정책 확인 중",2,보류
394,"해슬리 나인브릿지 FULL 상태",0,불가
395,"발권까지 정상 처리되었습니다",1,확정
396,"후쿠오카 룸 커넥팅 문의 답변 대기중",2,보류
397,"9월 라운드 FULL로 불가합니다",0,불가
398,"예약 확정 및 티업 완료 안내드립니다",1,확정
399,"리조트 Late check 대기중입니다",2,보류
400,"제주 CC 단체행사로 예약불가입니다",0,불가
401,"11월 핀크스 VIP전용일로 일반 예약이 불가합니다",0,불가
402,"홍석진님 2박3일 패키지 예약 확정 처리드렸습니다",1,확정
403,"오키나와 출발편 요금 변동 확인중이라 보류됩니다",2,보류
404,"9월 라온CC 라운드 FULL로 진행 불가합니다",0,불가
405,"숙소 및 항공권 모두 정상 확정완료했습니다",1,확정
406,"다낭 리조트 조인 가능여부 확인중입니다",2,보류
407,"10월 세인트포 행사로 예약이 어렵습니다",0,불가
408,"티업 08:10 확정되었어요 좋은 라운딩 되세요",1,확정
409,"홍콩 리턴편 좌석 배정 대기중입니다",2,보류
410,"12월 해비치 FULL로 예약이 불가합니다",0,불가
411,"입금 확인되었으며 발권 처리 완료했습니다",1,확정
412,"사이판 숙소 업그레이드 옵션 확인중입니다",2,보류
413,"주말 라운드 모두 마감되어 예약 불가합니다",0,불가
414,"2박 일정 확정 완료! 바우처 전송드렸어요",1,확정
415,"후쿠오카 체크인 정책 확인 중입니다",2,보류
416,"블루원 상주 9월 타임이 모두 소진되었습니다",0,불가
417,"정상 발권 완료, 안내문 공유드립니다",1,확정
418,"다낭 가족룸 가능여부 체크 중입니다",2,보류
419,"롯데 제주 7월 FULL이라 불가합니다",0,불가
420,"패키지 확정 완료되었으며 일정 드렸습니다",1,확정
421,"항공 수화물 규정 확인 중이에요",2,보류
422,"베어즈베스트 평일도 자리 없어서 불가합니다",0,불가
423,"3인 발권 및 리조트 예약 확정!",1,확정
424,"홍콩 출입국 규정 업데이트 대기중",2,보류
425,"9월 토스카나 주말예약 불가합니다",0,불가
426,"결제 확인되어 예약 확정완료!",1,확정
427,"호텔 late-out 가능여부 확인중 입니다",2,보류
428,"블랙스톤 평일 FULL로 불가합니다",0,불가
429,"4박 패키지 확정되었고 안내파일 전달",1,확정
430,"오사카 호텔 베드 옵션 확인중입니다",2,보류
431,"10월 라운딩 잔여 없어서 진행 불가",0,불가
432,"항공권 발권되었고 일정표 발송했습니다",1,확정
433,"발리 리조트 어린이 정책 확인중",2,보류
434,"휘슬링락 9월 FULL 예약불가입니다",0,불가
435,"2인 발권 및 숙소 확정 완료됐습니다",1,확정
436,"푸켓 항공 운영시간 확인중입니다",2,보류
437,"라베이루 주말 FULL입니다",0,불가
438,"입금완료 확인되었고 확정처리 했어요",1,확정
439,"유류세 변동 여부 대기중입니다",2,보류
440,"10월 베이힐 만석으로 불가합니다",0,불가
441,"발권 승인 완료, 이티켓 전해드렸습니다",1,확정
442,"싱가포르 숙소 베드타입 문의중입니다",2,보류
443,"롯데스카이힐 행사로 예약불가합니다",0,불가
444,"3인 일정 정상 확정완료했습니다",1,확정
445,"항공사 답변 대기중이라 보류됩니다",2,보류
446,"블루마운틴 토요일 FULL이라 불가합니다",0,불가
447,"입금 확인! 확정 안내드렸습니다",1,확정
448,"다낭 리조트 인원규정 검토중",2,보류
449,"해슬리 동계 FULL로 불가상태입니다",0,불가
450,"호텔 예약 및 발권 모두 완료했습니다",1,확정
451,"하노이 딜레이 가능성 확인중",2,보류
452,"11월 토스카나 라운딩 불가입니다",0,불가
453,"결제 완료로 발권 확정 진행했습니다",1,확정
454,"오키나와 리턴편 좌석확보중입니다",2,보류
455,"주말 라온CC 예약 어려운 상태입니다",0,불가
456,"확정문자 발송드렸고 일정 완료",1,확정
457,"호텔 얼리체크인 가능 여부 대기중",2,보류
458,"블루원 12월 FULL 예약불가",0,불가
459,"4인 항공+호텔 일정 확정했습니다",1,확정
460,"휘슬락 클럽 피크타임 확인중",2,보류
461,"베어즈베스트 사전예약 only라 불가합니다",0,불가
462,"정상 확정처리 완료! 이용 감사합니다",1,확정
463,"사이판 소비세 반영여부 확인중",2,보류
